keyword,title,contents,likes
跨境电商,聊聊那些闷声发大财的副业2⃣️跨境电商,"跨境电商在前2年吃尽红利，2022年国外线下消费恢复，加之高通胀、经济萧条，卖家和平台都很不好过。问题来了，现在上车跨境电商还来得及吗？个人创业还能做跨境电商吗？
·
先说答案，细分品类仍有机会，但对选品和精细化运营能力的要求提高了，无脑铺货模式基本走不通。
开始做之前，需要想清楚4个问题：

1⃣️ 做独立站还是平台模式？
🔹定义：1)独立站是指建立品牌专属网站，通过IG、TikTok等引流获客，并在网站上成交的模式。2)平台模式就是在亚马逊、eBay等电商平台开店，简单类比国内橙色软件或PXX卖家
🔹结论：个人轻创业还是以平台模式为主。独立站需要投放、建站等大量前期投入，适合团队作战或有稳定供货/有经验的个人，0经验个人做基本亏得很惨（别问我怎么知道）

2⃣️ 跨境电商选哪个平台？
🔹亚马逊 / 速卖通：2个成熟跨境平台，覆盖200+市场，欧美为主，因为通胀+能源危机，2022表现惨淡。现在主推品牌卖家，运营门槛高，新手不友好
🔹Shopee / Lazada：主营东南亚市场，潜力大，但价格卷，利润有限，需要通过”店铺定位+精细化运营“闯出一条血路。门槛低，新手可尝试
🔹TikTok Shop: 抖音海外版TikTok旗下电商平台，已经开通英国+东南亚市场，内容电商为主。TikTok Shop今年风很大，内容把控能力强的大佬可尝试
🔹Temu：PXX卷到美国去了! 适合有成熟供应链的工厂卖家，个人基本没戏

3⃣️ 个人模式的跨境电商，投入和利润情况如何？
🔹入门投入不超过3w
🔹新手村每天3-5小时，持续3-6个月，熟练后每天1-3小时即可
🔹走出新手期后，能达到每月5k-10k利润

❗️避坑：做好调研工作再申请开店，新店前3-6个月有扶持，根据表现决定后面的资源分配（流量补贴等）。如果开店后没精力运营，相当于玩废了一个号
‼️ 再避坑：大佬忙着发财，出来卖课的🈹️韭菜比例极高

4⃣️ 还有个重量级问题，卖什么品类？如何选品？
篇幅有限，下篇接着聊：货从哪来？选品看哪些指标？如何有效测款？
·
副业系列，上篇已分享自媒体，后面聊聊跨境电商2.0、自由译者，欢迎关注不迷路~
#工作使我快乐
 #自由职业 #副业 #那些赚钱的副业 #跨境电商 #搞钱 ",9741
跨境电商,一个人在家做跨境电商，选品就靠这6个网站,"做跨境电商选品，
别就总是盯着1xx8、aliexpress
或者跟着竞对p股后面跑。
那样子你只能喝点残羹冷炙。
-
作为在跨境电商混了十年，单月做过500万美元的跨境老兵，
给你tui荐6个靠谱的网站，
作为你的选品灵感库！
-
✅ Firebox：打开新奇特的大门
Firebox是一个多元化的产品灵感库，
它提供各种类目的独特和有趣的产品。
你可以获取到各种创意产品的灵感，
❗️特别适合一个人或者小团队卖家❗️
毕竟如果正面干不过大卖，
可以弯道超车走新奇特产品路线啊！
而且这些产品天生社交媒体友好，
发在tk、ins、youtube shorts上，
很容易爆。
免费流量不香么？
-
✅ Etsy：宝藏网站
Etsy是手工艺品的天堂，这里的手工类目非常火爆（还不便宜）
你可以找到符合当前流行趋势的产品，
而且不仅限于手工艺品，
❗️家居、时尚、li物❗️
都是etsy的看家类目。
要不是这个网站对资质要求极高，
我真的会tui荐你直接做这个网站。
-
✅ zhong筹网站：白piao有市场的新产品
请使用这个组合：
❗️Kickstarter、Indiegogo、GoFundMe + FB/Ali搜索❗️
这些zhong筹平台上，你可以发现正在兴起的新产品，
毕竟金钱不会撒谎。
然后通过Facebook和速卖通搜索看是否有类似产品和广告，
从而推测能不能做。
-
✅ 达人tui荐：跟着外国的李jq、小yg不会错
请使用这个组合：
❗️YouTube达人tui荐 + FB搜索❗️
YouTube上的达人tui荐是获取产品灵感的好去处。
你可以找到相关博主，随时跟进他们在推些什么产品。
通过观察达人tui荐的产品和相关广告，
你可以筛选出有潜力的爆品。
如果你能在前期就吃到一个大爆款，那基本大半年无忧了。
-
✅ Wirecutter：专业评测的指南针
上篇帖子中提到过，
Wirecutter专注于
❗️电子、家居、儿童等类目的专业评测❗️
为你提供市场上受欢迎和高质量的产品，
以及可靠的参考。
-
✅ GearHungry：多元测评的宝库
GearHungry覆盖家居、服饰、户外装备、科技类、健身等多个领域的产品测评。
它能为你的选品提供了quan方位的视角和深度分析。
而且还把用户需求、卖点、痛点、优劣势都分析清楚。
❗️选品+文案一次搞定❗️
-
我是做跨境电商10年，
单月做过500万💰的跨境老兵苏墨。
更多亲身经验心得，guan注我👍👀
#跨境电商",4283
跨境电商,无经验转跨境|跨境电商面试攻略,"后台好多姐妹在咨询跨境电商如何写简历
无经验怎么入行，下面都是基础的跨境电商的面试问答，可以照抄哦。
❶为什么要选择跨境电商？
首先这个行业是一个朝阳行业，我也对跨境电商很感兴趣。
其次欧美市场相对来说比较规范，一个比较健康的市场环境。我相信我可以用认真负责的态度，熟悉每个平台的规则，管好自己的链接和店铺，为公司带来更大的价值和利益。
-
❷你认为跨境电商运营的本质是什么？我认为跨境电商的本质是对跨境电商店铺的管理和运营。同时也相当于一个跨境电商的销售，负责店铺的业绩。
要有细心、耐心、责任感，及时发现运营期间出现的问题并调整。
-
❸跨境电商和外贸的区别
都是跨国贸易的一种，形势有一些差别。
外贸一般都是B2B的模式，跨境电商是B2C或C2C模式，两者售卖的产品也有不同，外贸公司大多售卖大宗货物，而跨境电商售售卖小商品。
-
下期更新更多的跨境电商面试内容和技巧，轻松拿下offer！#应届生找工作
 #小红薯成长助手 #跨境电商 #亚马逊跨境电商 #电商 #电商干货 #电商运营",1786
跨境电商,今年是跨境电商4.0版本,"今年是跨境电商4.0版本
此版本特色：
平台方面：
1.亚马受巨大冲击。新卖家要求更高，风险更高，成本更高。几乎高到所有刚入行的卖家没有一个能存活。
2.老卖家想尽办法开拓新渠道，重点拓展本土平台，批发平台和托管平台
3.独立站，小卖家做不起来的，不是自媒达人的话，广告费撑不住
4.速卖通，虾皮，ebay等市场进一步下滑，维持不住，
5.temu如无意外，上线周年能破百亿美金gmv，吞掉的是至少亚马逊300-500亿gmv
6.目前卖家将不得不做全托管，就算再看不上也好过被抛弃。目前都是一边骂一边抢发货仓位，卖家不会听那些吐槽贴的鬼话就放弃，算完账以后都会加大投入继续做的
产品方面
1.新卖家几乎没有选品空间，都要被迫做私模或私版，考验新卖家对工厂和产品熟悉程度
2.亚马逊低价位即便私模，新卖家也很难做。广告词和评价积累受限，低价位没有试错空间
3.全托管做低成本，电商平台做高价，相互配合才是活路
4.要学会或者选取不投广告或广告占比小的产品，这已经成为生命线。
市场：
1.美元加息周期今年不会结束，消费市场抑制严重，欧美都不会刺激消费，市场也会偏爱低价。所有说欧美客户不在意价格的，都当培训讲师处理。但凡做过运营实操对比过数据的，讲不出来这种话。
2.多数平台受冲击，包括亚马逊出价格补贴自己新的轻小物流计划，都是进一步打击价格，市场价格继续下滑
3.明年降息周期，俄乌结束战争，消费会回暖，运费和其他成本会降低，具体看明年年初情况
4.中东市场会有进步，市场环境稳定这些年，平台也开过去了，但目前产品都要重新开发，大多类目不适配
5.欧洲依旧会是坑，要很小心
方向大于努力，共勉",1618
跨境电商,奉劝大家千万别来做跨境电商shopee虾皮❗️,"作为一个5年的虾皮平台混子，我告诉你⬇️

✅缺点你觉得Shopee很好做，随便一个小白进来就能赚钱，那你千万别做Shopee电商，好好做你的老本行。

✅优点就是前提是你足够专业，足够用心，也能做的很好。

✅经常有人问我现在都2023年，还值不值得做跨境电商Shopee

⬇️下面就我个人看法而言写的一段话，希望对那些正在纠结的人有一些帮助。

✅我记得我是2019年过完年，刚好结束2018年的马来西亚留学回到自己的国家，刚好知道在马来经常使用Shopee平台购物，在自己的国家也了解到Shopee在国内也掀起一波东南亚跨境电商浪潮。刚好结束自己的学业，也要找一份事业做做，自己的专业未来太过渺茫，果断放弃投入跨境电商行业，加上我对国外市场熟悉。

✅而且现在正值快速发展期，联想到当年的桃宝，觉得这是一个不错的机会，现在进去这个平台的话说不定可以分到一波红利，套用雷军的话：“站在风口上，猪都可以飞上天”。

✅熟悉归熟悉单没用，入行可没那么简单的事情，我放下清零的心态去去学习，所以在我广东这边找到一家跨境电商Shopee的公司去学习，不过哦，我也比较狗，没打算在这家公司长期干下去，偷师学艺，偷完就跑路，另外我一边注册自己的公司，哈哈，是不是很狗。

😄想法很好，现实很残酷。

✅其实在公司学习这期间，然而并没有学到什么有用的东西，为什么呢？说实话老板很抠，自认为自己有产品资源就让我们无脑铺货，但是就效果而言基本出单随缘，稍微好一点的店铺可能一天有个5-6单的，但是利润奇低，当时我就跟主管提出质疑觉得这样不行，是否可以跟老板申请一些经费做推广，主管来了一句：“你上产品就对了，数量多了总会出个小爆款的”。。。。。。
😮‍💨我彻底无语了。。。。

#跨境电商
 #虾皮跨境电商 #电商创业 #跨境电商虾皮shoppe #shopee #跨境电商 #电商运营干货 #亚马逊 #亚马逊运营 #电商运营 #不懂就问有问必答 #笔记灵感",725
抖音,抖音引流大法，让你的粉丝翻倍增长！,"在这个短视频风靡的时代，抖音已经成为了众多企业和个人品牌的重要营销工具。那么，如何利用抖音吸引更多的粉丝，实现引流呢？本文将为你揭秘抖音引流的五大秘籍，让你的粉丝翻倍增长！
        首先，要想在抖音上获得更多的流量，你需要深入了解抖音的平台规则和推荐算法。抖音的推荐系统会根据用户的兴趣和行为，为用户推荐他们可能感兴趣的内容。因此，要想吸引用户关注你的账号，你需要制作出高质量、有趣、有创意的短视频内容。同时，你还需要注意以下几点：
        保持视频时长在15秒到60秒之间，避免过长或过短的视频；
        使用热门话题和标签，提高视频的曝光率；
        保持视频画质和音质的清晰，避免模糊不清的画面；
        适当运用特效和滤镜，增加视频的趣味性。
        除了制作高质量的短视频内容外，与粉丝互动也是提高粉丝黏性的关键。你可以通过以下几种方式与粉丝互动：
        回复评论：当粉丝在你的视频下留言时，尽量回复他们的评论，让他们感受到你的关注和重视；
        举办活动：可以定期举办一些有趣的互动活动，如抽奖、答题等，吸引粉丝参与；
        发布福利：为粉丝提供一些独家福利，如优惠券、免费试用等，提高粉丝的忠诚度。
        与其他抖音账号合作或者进行互推，也是一种有效的引流方法。你可以寻找与你内容相近的抖音账号，进行合作或者互推。这样既可以互相推广各自的账号，还可以吸引更多的粉丝关注。
        除了抖音本身，你还可以利用其他社交媒体平台进行引流。例如，你可以在微博、微信、QQ空间等平台上发布你的抖音视频链接，吸引更多的粉丝关注你的抖音账号。同时，你还可以在这些平台上分享你的抖音动态，让更多的人了解你在抖音上的活动。
        总之，要想在抖音上实现引流，你需要深入了解抖音的平台规则和推荐算法，制作出高质量、有趣、有创意的短视频内容；同时，与粉丝保持良好的互动关系，提高粉丝黏性；此外，还可以通过合作与互推等方式扩大自己的影响力；最后，利用其他社交媒体平台进行引流，让更多的人了解你的抖音账号。只有这样，你才能在抖音上实现引流的目标，让你的粉丝翻倍增长！",85
抖音,全是干货！抖音运营知识分享,"🔥 抖音运营精要指南
1️⃣ 账号布局策略 📊
个人号和企业号布局
避免混乱和迷茫
提前规划，确保清晰一致
2️⃣ 抖音规则掌握 📜
了解并遵守平台规则
避免违规操作
保障账户安全和内容合规
3️⃣ 抖音养号技巧 🌱
提高账号权重
增强认知能力
获取更多流量
4️⃣ 发布策略精细化 📝
注重发布细节
影响作品表现
提高热门机率
5️⃣ 同行关注与学习 👀
观察并学习同行
调整自己的策略
减少弯路和违规
6️⃣ 粉丝运营与互动 💬
维护粉丝关系
增加互动和活跃度
建立忠实粉丝群体
7️⃣ 素材收集技巧 📚
掌握素材搜集方法
创造丰富的内容库
任何细节都可成为素材
8️⃣ 创作内容核心 ✍️
内容为王的原则
坚持内容质量
不走捷径，稳定发展
9️⃣ 视频制作效率 🎥
手机剪辑的便利性
提高制作效率
同时运营多个账号
🔟 账号定位明确 🎯
注册后即定位
找到创作切入点
适合个人和企业号",301
抖音,做抖🎵的误区有哪3点❓,"笫一：认为做抖🎵很难做，抖🎵真的不难，因为难的话，那你这个就是本质上的错误，它是一个基本工具。
第二：粉丝做的很多才能赚钱，所以不要认为这个粉丝多才有用啊。还有就是有些人说我先积累粉丝，我再想变现，那这个也是个扯淡的事儿。你如果没有很好的规划的话，给你一百万粉丝，你也没用，也赚不到钱。很多大v赚不到钱，所以才停更的，停更的都是赚不到钱的，做抖🎵你不能从流量本身出发，应该从什么出发呢？应该从自己这个商品出发，从商品出发倒推需要什么样的内容，你不能一上来，你说我先做流量。
第三：最大的误区就是：你想做抖🎵就拼命的关注了很多做ip的号，然后拼命的学，每一个你都觉得有道理，可是学杂了，学杂了是不行的啊，一个老师一套方法，谁的最好呢？谁的都好，你一个这个特别务虚的人呢，那你就去关注一下务虚的账号。对啊，你想学骗了，你就找那种教你怎么骗的那种账号，对不对？你想实实在在的卖货呢，实实在在的做一个ip卖货，那你就得关注“薛辉小情新”肯定是错不了",106
抖音,没规划就不要做自媒体了！,"最近有很多姐妹想做利用下班时间自媒体博主，但又不知道该如何开始？不知道怎么写脚本。今天在这里我就把我学到的自媒体规划分享给大家！赶紧收好哦
制定内容规划：
首先选择适合自己的赛道，你可以根据自己的兴趣和擅长的方向，选择最适合自己的领域来创作，比较热门的有vlog、美食、知识、家居、穿搭、美妆等。
撰写视频脚本：
优质视频的核心就是优质脚本，需要提前构思号脚本内容。其次准备好拍摄设备、搭建场景等，每个环节都关
乎着视频制作流程能否顺利推进。
拍摄视频技巧：
在拍摄时注意切换拍摄角度、抓住画面亮点、选择最合适的景别等。
后期剪辑技巧：
剪辑技巧有很多可以选择的软件和不同类型的技巧，可以去剪映上先学习一些常见的剪辑技巧，井运用在视频中，一般视频用剪映足够，如果比较复杂的可以选择pr.",1731
自媒体,你适合做什么自媒体博主‼️真的不难啊,"🙌🏻大家好！
有没有想要在10-12月份一起做自媒体博主的小伙伴呀~
·
👉🏻我整理了一份“1个月做自媒体博主计划”，如果你是一名新手小白，想要从头尝试做自媒体，但是又发愁不知道如何下手那么可以仔细看看这些要点噢~
⭐从定位，到账号搭建、对标分析、脚本和剪辑等要点，我都整理出来了，大家可以有目的的进行学习！
·
明确赛道定位
做好内容定位是很关键的一点，你可以选择一个符合自己的他额点和爱好的细分领域作为赛道，这样才能坚持下去。
脚本内容创作
拍短视频进行脚本内容创作也是很重要的，提前构思脚本内容可以提高拍摄效率和质量，剪辑时也更有条理。
拍摄流程
新手一开始拍摄视频可以参考时间线或叙事线拍摄。
后期剪辑
根据自己的剪辑需求选择一款趁手的剪辑软件，多了解剪辑技巧和剪辑流程。
发布时间
每个赛道的目标人群活跃度是不同的，可以参考一下黄金发布时间，但还是要根据自己的情况调整噢~",16000
自媒体,"研究生从0自学自媒体100天-Day1
","坦白局：
今天是自学自媒体的第1天，
目前粉丝201，无涨粉
从0自学100天，看粉丝能涨到多少
相信不少小伙伴对于自媒体早都跃跃欲试，但是往往在第一步就被难倒了
第一步毋庸置疑就是选择适合自己的赛道
我是两天就确定了自己的赛道
在这里分享选择赛道之前要掌握的事（准备阶段）
1.热门的赛道有哪几大类（例如美妆、穿搭、护肤、母婴、家居、好物分享）
2.哪些赛道好变现（如美妆、穿搭、母婴、护肤等）
3.各个赛道所花的时间？自己能拿出多少时间？（如vlog相对费时，同时需要掌握拍摄及剪辑技巧，plog需要修图、构图审美在线）
4.想清楚自己想做什么，能做什么？
想做什么是兴趣，快速找到自己兴趣的技巧：打开你各平台的收藏，找出收藏最多的内容基本确定那就是你的兴趣所在
能做什么是能力，就是你目前掌握的技能，或者你学习后可以掌握的技能
5.你能给别人提供什么价值？（与众不同的价值）
这个要结合你自身特长或者独特的标签来确定（例如会摄影可以分享摄影调色技巧、读书多分享治愈的句子、会穿搭分享穿搭等）
选定赛道之后要干什么呢？我们下期聊
重点：选对赛道并且坚持下去
从0自学自媒体的第1天，一起加油鸭！",36
自媒体,自媒体风口！！听进去的年底换套房！！,"听劝贴👂听人劝，吃饱饭！🍚
之前和很多博主沟通过，真诚建议想要从事自媒体的姐妹们，不要再做美妆、时尚赛道了，太卷了🌪️🥹如果一定要做的话，可以考虑开设多个账号。今日重点来了，新人都去尝试以下四个领域，真的很赚💰

1⃣️女性成长领域 👩
在小红书上，女性用户非常多，而且永远不缺话题。女性成长类的话题一直很受欢迎，吸引的都是高质量用户，购买力强，变现也很容易🤩

🤖具体细分领域：
🌟自律方向：大部分女性对自己要求很高，不仅包括作息规律，还可以是自律学习、阅读、保持身材，创业搞money等等🤐

🌟情感方向：很多女性用户希望找到情绪上的共鸣，比如亲密关系、友情、情感指导等等，做粉丝的电子姐妹，后期也很容易变现💰

2⃣️养生领域 👀
只要人活着就离不开的话题，年轻人生活压力大，熬夜、脱发、身体不适是常态。老年人更不用说，上了年纪百病丛生。所以这个领域市场规模巨大，未来可期👾

🤖具体细分领域：
🌟养生科普：可以分享养生经验和科普养生知识，这个建议有一定专业知识的姐妹来做。

🌟食补养生：可以按照节气做食谱。比如针对女生改善气色，提高精气神等，还可以针对老人、孕妇、孩子做食谱，真的不愁没有话题🧚‍♂️

🌟读书领域
身边很多人做读书博主，赚钱能力也很强。可以做读书营、写作训练营，表达训练营等等📖

3⃣️运动减fei领域
无论男女，减fei保持身材都是永恒话题，而且用户数量庞大，很容易吸粉🕶️

🤖具体细分领域：
🌟运动跟练：可以直播带用户一起锻炼，也可以分享平时的运动视频。简单省时，还可以带货瑜伽垫、跳绳、运动装等等，还有打卡训练营。

🌟经验分享类：有减fei经验的可以分享一下，一定要让用户看到你减fei前后的对比，才会产生信任感。没有经验的也别怕，可以做挑战系列。
非常火的《听劝》系列，只有前后体型有明显改善的，才能真的吸引到粉丝的👻

姐妹们，如果你开始布局你的2024年，请考虑一下做小红书，真的太适合女孩子了~",423
自媒体,普通人做自媒体，真的挺难的...,"去年3月开始做小🍠，到现在已经快一年了。

说成功吧，并没有持续变现，累计收入也就2000块，现在也处于断更阶段。

说失败吧，粉丝也有2000+，坚持更新了150多篇笔记，出了十多篇爆款，这其实已经是很多人羡慕的成果了。

但只有我自己知道，自媒体这条路，真的不适合普通人！我将这一年的经验总结下来，希望能帮到你们：

1⃣️如果你目前的工作，能带给你持续的成长和收益，那么专注工作、努力升职加薪比盲目辞职做媒体靠谱，更不要将大多数精力投入这上面，真的会得不偿失。

我起初做自媒体，是因为在工作中看不到任何希望，想在空余时间搞点小💰，但事实并没有达到自己的预期，所以千万不要高估自己的能力，平台是很卷的。

2⃣️没有天赋可以做自媒体吗？当然可以！但这个前提是：你必须沉下心来去研究平台、研究自己，不断学习，以及有很强的执行力。

3⃣️定位真的很重要，我之所以没有做起来，就是因为我到现在都没有明确的定位，这导致我无法持续的产出内容。

我刚开始做的是情感、观点类，但被系统提示创作手法单一，于是我改变内容，做优秀账号拆解，更新5篇后效果不佳，我又一次陷入了迷茫...

4⃣️如果你打算长久运营，打造个人IP，zui好不要接图文直发的广子，这会影响你的账号，也不利于后期转换赛道。

5⃣️不要有流量焦虑，坚持更新和复盘，多研究优秀账号和爆款笔记，在努力中一点点进步。

6⃣️如果你不知道做什么内容，选择什么赛道，可以从自身的专业、优势、特长出发，找到自己“擅长的事”或者“感兴趣的事”，这是做内容的基础。

✍🏻我的账号可能短期内都不会更新了，我想停下来好好思考，想想自己做这件事的初心。希望大家都加油吧，相信努力一定会有收获~",1200
自媒体,素人一年多从0到16万粉，总结出的自媒体捷径,"一个人，没有任何团队，从不懂运营到用1年多时间16万粉，多赚50W，工作上经常加班，闲暇时间都用来写笔记，很忙和充实，也感受到平台的变化推着我们前进。最近和很多朋友聊天，他们其实都有一颗想做博主的心，但始终不知道如何切入，今天是我总结的4条捷径：
·
❶找准人设，利用差异化出圈
缺点不是弱点，缺点是共鸣点。不完美的才是普通人，你一直独居就拍独居vlog；考研失败就总结失败经验；上班很烦躁就记录打工人暴躁上班记；身体很差就开始打卡健身。不是岁月静好才是大家羡慕的，这个时代已经有太多让人焦虑的东西了，有时候看见真实的对方，了解原来也有和我一样的人，才是真正的治愈。
·
❷内容服务很重要，但不要丧失你的表达欲
做自媒体不能想发什么就发什么，要为算法考虑，但也不要做“没有情感”的内容，这样的笔记：50个纪录片/100本必看历史书，它们总会让人忍不住收藏，但你会想知道是谁写的吗？作者真的都看过吗？很多老师说你可以做合集，我想说不要，它不利于你长期的发展，活在没有自我的账号里，你是很难坚持下去的，不要陷入只看数据的自我感动中，所以，思考一下，你的人设和经验是什么？
·
❸自媒体成功=好内容+勤更新+善复盘
好内容很简单，勤更新的底层是「控制成本」，把产出一篇笔记的成本降到最低，需要把流程SOP化，把选题—大纲—脚本—拍摄—剪辑—发布—复盘的7个模块固定下来，梳理一个你自己的知识体系，只做不沉淀的效率是很低的。同时要不断复盘改进，评估这几个要素：
▲人均观看时长：即完播率，越高越好，低的话多加注意力钩子
▿涨粉数：赞藏：涨粉=10:1以上，别做只有数据不涨粉的内容
▲分享数：数据好的重要权重，证明你的笔记很多人喜欢
▿点击率：如果低要提升标题和封面的能力，抓住痛点、需求点
·
❹推荐一些笔记运营工具
作图：醒图/黄油/美图/稿定设计（常用前2❗️）
剪辑：剪映/度咔
运营：千瓜/灰豚/零克查词（常用第2）
脚本：NotionAI/百度AI
知识体系：飞书/语雀，分类建立知识库
尺寸：3:4竖屏，16:9横屏
.
我常说：互联网极大地拓宽了职业空间，大多数人还没有清晰地认识到这一点。",11000
副业,性格内向的女生一定要做的3个副业🔥🔥,"🍊嗨，宝子们，我是橘子巧克力！！
-
🍊我自己尝试过很多副业
在朋友圈卖衣服，在咸 🐟卖水果，还有就是摆地摊。
-
🍊但是这些副业都有一个要求——性格外向
说不好听一些就是“脸皮要厚”
-
🍊我自己本身是一个性格很内向的人
除非别人真的有需要主动向我gou买
不然我不好意思主动和别人介绍。
-
🍊所以，我之前做的这些事都无疾而终。
-
🍊后来，在一次偶然中，我发现写作可以赚money
而且我不用面对面地和别人交流
只要有人喜欢我的文字
我就可以有收入
-
🍊以上3个就是我这2年做过的副业
虽然还没有让我大富大贵
但至少每天奶茶自由是可以的
-
🍊然后借用《小狗钱钱》中的一句话，和大家共勉：
“达瑞在获得成功的路上，蕞关键、蕞重要的因素是自信和实践”
-
🍊如果对以上3个副业有问题的宝子可以在评论区交流哟！",30000
副业,女生就要狠狠搞💰6种副业一起闷声做富,"我是小萌，90后二胎宝妈，也是一位月入五位数的剧本编剧！

生过二胎之后，我又坚持上了半年班，想要靠自己努力去赚钱。


但小宝太小，大宝的成绩也需要人辅导，而职场却不会给你任何空间，


让你有时间、有精力去照顾到家里。


最后，权衡利弊之下，我只能辞职在家，专心做了全职宝妈。


但宝妈是没有钱的，钱在家庭中，常常被当做是衡量一个人价值的标准。


于是，我就开启了副业生活，开始了写作生活，让自己全职在家，也不会因为钱而没有安全感。


这几种副业都是我做过并且赚到钱的，你也可以。
自媒体写作

投稿写作
工号助理、群运营
视频剪辑
制作表情包
照片


当你被别人认为没有价值的时候，你所有的功劳、苦劳都等于0,

我过去常常因此而痛苦，为什么我做了那么多事，付出了那么多，


在别人眼里，我依然是家里最懒最享福的人呢？


不过，痛苦并没有让我自暴自弃，我很努力的在寻找着自身的平衡，也在寻找着能够让我赚到钱的方法。


想要赚钱，并不是不认可自己的价值，而是想要让自己在价值之上，增添一份安全感。#",2311
副业,救命🆘我真的很会做副业‼️,"作为一个25岁，有两份副业，每个月副业可以有五位数的人，真的太想给大家聊聊这个话题了。我的副业主要是这两个：1⃣️PPT设计：一份PPT100～300，月均3-6k  2⃣️🍠职场博主：一年时间两万多粉丝，一条🪧报价四位数。我想说，我真的很会做副业‼️
·
特别是在现在市场环境非常不好的情况下，我真的很建议大家去尝试副业。之前陆续给大家分享了很多副业的经验，不少小伙伴都很关心，要怎么做才能找到适合自己的副业呢❓今天我给大家整理出来了：
·
1⃣️明确目的：考虑变现，❌理想主义
我真的建议大家在开始选择副业渠道时，一定不要太理想化，先考虑市场需求情况，而不是考虑爱好。蕞直接的方法就是先去找个招聘平台🔍在家办公、jian职、副业。先看看市场需求情况，再去匹配有什么是能做的。比如常见的文案写作、PPT制作、新媒体代运营等等这些都是比较常见的副业，先明确市场需要什么，再根据岗位的要求去培养自己的技能。
·
2⃣️合理设定时薪，不当廉价劳动力
做副业的误区就是把自己做廉价了‼️不知道如何设定时薪的小伙伴，建议参考自己主业的收入水平。举个🌰：月薪一万，按照一天工作8h，一个月工作22天，时薪就是60。那么低于这个收入水平的，尽量不要做。你的时间会比完成当下的副业更值钱，前期如果暂时没有达到这个水平，倒不如先去提升自己的实力，而不是基于把宝贵的时间贱卖出去。
·
3⃣️依托于主业，拓展副业
建议大家在最开始找副业时，可以先思考一下主业带来的技能是否有拓展的空间，这样做起来也相对好上手。比如如果做财务，是否可以利用周末时间去给小公司代账；做人力，是否可以利用下班时间去做就业辅导；语言相关的，是否可以做一些线上翻译的工作……
·
4⃣️学会借助工具
想要高效批量产出的一个技巧就是学会借助工具，努力埋头苦干反而是最不值钱的。不然世界首富就应该是农民伯伯啦！身边就有朋友是文案策划，借助文案工具一次性产出好几篇文章，再根据自己的经验调整卖给品牌公司，大幅缩短了写文案的时间，这样一来时薪也上升了
·
好啦，这就是我做副业的经验，希望可以给大家一些参考哦，我是Stella，希望可以和大家一起变美变富变得更好呀",3916
副业,今日稿费265💰抄影视剧太适合新手了,"今天刷剧，顺手抄了一个剧情，发布后稿费265，抄影视剧真的太适合新手了。
·
❗很多人震惊：抄影视剧也能赚钱？不就娱乐看个剧吗？那真的败给了信息差，跟我看完这篇笔记你就懂了：
·
📝抄什么？
1⃣抄热播剧
🍭每个月都有新上映的电影，电视剧，喜欢哪部就看哪部，看的时候刻意去选择一些精彩的片段，吸引你的片段，然后记录下来写成一篇小故事文，就可以赚钱了。
2⃣抄经典的剧
🍭比如说《唐山大地震》、《抗日战争》题材，蕞容易引发读者情感共鸣的剧，当你去看的时候总有几个片段会深深的触动你，那么你可以把它变成文字，感染更多的人。
3⃣抄自己喜欢看的剧
🍭现在很多人都在某音追剧，其实剪辑好的这些片段都是蕞精彩，蕞吸引人的，可以直接抄片段的内容，发布到平台就可以了。
·
⭕PS：不一定非要看完一整部剧才来抄，电影肯定是看完就可以抄了，电视剧其实每一集都会有一个故事，你只需要把你看剧时，觉得让你气愤、兴奋、超出你意料之外的这个故事记录下来就可以了。
·
🎐如写《谢谢你一生》直接在某音刷剧时，刷到一个片段很吸引我，我就直接梳理了一下 故事情节写就可以了。
📝怎么抄？
·
1⃣爆点前置
先提炼一个80字左右的开头，吸引读者往下读的蕞精彩的部分。可以从7个方向去找：
✅有名人
✅有争议
✅有悬念
✅有反常
✅有反转
✅有冲突
✅有诱惑
·
如：丈夫李江超成为植物人8年了，妻子郝雯不离不弃照顾陪伴。一天李江超从床上摔下受伤，送急诊抢救时，竟然苏醒了。无法言语的李江超跟医生要来手机，用手指颤巍巍写出3个数字：110，惊呆了医生！（反常+悬念+反转）
·
2⃣会讲曲折故事
·
🌈重新梳理看到的影视剧，删除多余的，留下蕞让你情绪波动的情节，比如说：激动的，气愤的，紧张的等等。
🌈整理故事情节，故事要完整，通顺，让人有感觉，按照前后发展顺序来写就可以了。
·
⭕PS：故事不要平淡无奇，要有挫折，比如李江超8年都是植物人，突然醒了就是很反常，醒来竟然是报警，又是反转，就是要这种突发的故事情节。
·
比如，我们看剧时，一个坏人要被抓住又跑了，要抓住又跑了，就能带动我们的情绪。
·
3⃣结尾部分
·
🍬这个故事给你带来什么启发和感悟，发表一下自己的观点，但是要正能量的引导。
.
🍬影视剧真的太多了，每天都刷剧的小伙伴，赶紧行动起来吧。
.
我是三天饿九顿，多平台爆文作者
持续分享写作技巧|方法|干货知识",222
